0.000000e+00	8.773191e-03	1.078283e-01	1.524002e-02	2.911916e-04	1.298754e-03	1.381982e-01	2.143165e-03	9.566355e-03	1.110363e-01	7.347888e-03	7.297378e-02
2.500000e-01	8.773224e-03	1.078283e-01	1.524003e-02	2.911874e-04	1.298754e-03	1.381982e-01	2.143157e-03	8.745442e-03	1.019820e-01	8.045059e-03	8.062400e-02
5.000000e-01	8.773246e-03	1.078283e-01	1.524004e-02	2.911790e-04	1.298754e-03	1.381982e-01	2.143141e-03	8.022775e-03	9.445038e-02	8.680101e-03	8.765661e-02
7.500000e-01	8.773263e-03	1.078283e-01	1.524005e-02	2.911695e-04	1.298753e-03	1.381982e-01	2.143122e-03	7.390732e-03	8.768274e-02	9.262606e-03	9.396853e-02
1.000000e+00	8.773279e-03	1.078283e-01	1.524007e-02	2.911600e-04	1.298753e-03	1.381982e-01	2.143102e-03	6.837303e-03	8.158549e-02	9.798942e-03	9.965001e-02
1.250000e+00	8.773294e-03	1.078283e-01	1.524008e-02	2.911508e-04	1.298753e-03	1.381982e-01	2.143082e-03	6.352349e-03	7.607924e-02	1.029469e-02	1.047775e-01
1.500000e+00	8.773308e-03	1.078283e-01	1.524009e-02	2.911418e-04	1.298753e-03	1.381982e-01	2.143062e-03	5.927465e-03	7.109633e-02	1.075485e-02	1.094160e-01
1.750000e+00	8.773322e-03	1.078283e-01	1.524010e-02	2.911333e-04	1.298752e-03	1.381982e-01	2.143042e-03	5.555966e-03	6.657894e-02	1.118401e-02	1.136216e-01
2.000000e+00	8.773335e-03	1.078283e-01	1.524011e-02	2.911251e-04	1.298752e-03	1.381982e-01	2.143022e-03	5.233375e-03	6.247829e-02	1.158681e-02	1.174428e-01
2.250000e+00	8.773348e-03	1.078283e-01	1.524012e-02	2.911173e-04	1.298752e-03	1.381982e-01	2.143003e-03	4.961154e-03	5.875751e-02	1.196952e-02	1.209234e-01
2.500000e+00	8.773361e-03	1.078283e-01	1.524013e-02	2.911098e-04	1.298752e-03	1.381983e-01	2.142983e-03	5.004444e-03	5.546433e-02	1.243273e-02	1.241258e-01
2.750000e+00	8.773373e-03	1.078283e-01	1.524014e-02	2.911026e-04	1.298751e-03	1.381983e-01	2.142963e-03	7.033363e-03	5.268911e-02	1.366987e-02	1.271302e-01
3.000000e+00	8.773385e-03	1.078283e-01	1.524016e-02	2.910957e-04	1.298751e-03	1.381983e-01	2.142944e-03	1.054056e-02	5.016990e-02	1.569701e-02	1.299085e-01
3.250000e+00	8.773397e-03	1.078283e-01	1.524017e-02	2.910891e-04	1.298751e-03	1.381983e-01	2.142924e-03	1.488881e-02	4.786354e-02	1.840990e-02	1.324776e-01
3.500000e+00	8.773408e-03	1.078283e-01	1.524018e-02	2.910828e-04	1.298750e-03	1.381983e-01	2.142905e-03	1.968631e-02	4.574777e-02	2.172347e-02	1.348563e-01
3.750000e+00	8.773419e-03	1.078283e-01	1.524019e-02	2.910767e-04	1.298750e-03	1.381983e-01	2.142886e-03	2.475188e-02	4.380397e-02	2.558905e-02	1.370617e-01
4.000000e+00	8.773429e-03	1.078283e-01	1.524020e-02	2.910709e-04	1.298750e-03	1.381983e-01	2.142867e-03	2.999521e-02	4.201608e-02	2.996927e-02	1.391090e-01
4.250000e+00	8.773439e-03	1.078283e-01	1.524021e-02	2.910653e-04	1.298750e-03	1.381983e-01	2.142848e-03	3.536587e-02	4.037007e-02	3.482769e-02	1.410118e-01
4.500000e+00	8.773449e-03	1.078283e-01	1.524022e-02	2.910599e-04	1.298749e-03	1.381983e-01	2.142829e-03	4.083125e-02	3.885354e-02	4.012459e-02	1.427827e-01
4.750000e+00	8.773458e-03	1.078283e-01	1.524023e-02	2.910548e-04	1.298749e-03	1.381983e-01	2.142811e-03	4.636694e-02	3.745541e-02	4.581568e-02	1.444327e-01
5.000000e+00	8.773468e-03	1.078283e-01	1.524025e-02	2.910498e-04	1.298749e-03	1.381983e-01	2.142792e-03	5.195265e-02	3.616571e-02	5.185199e-02	1.459720e-01
5.250000e+00	8.773477e-03	1.078283e-01	1.524026e-02	2.910450e-04	1.298748e-03	1.381983e-01	2.142774e-03	5.811237e-02	3.497453e-02	5.835068e-02	1.474093e-01
5.500000e+00	8.773485e-03	1.078283e-01	1.524027e-02	2.910405e-04	1.298748e-03	1.381983e-01	2.142755e-03	6.555811e-02	3.387339e-02	6.553140e-02	1.487529e-01
5.750000e+00	8.773493e-03	1.078283e-01	1.524028e-02	2.910361e-04	1.298748e-03	1.381983e-01	2.142737e-03	7.434677e-02	3.285591e-02	7.341869e-02	1.500103e-01
6.000000e+00	8.773502e-03	1.078283e-01	1.524029e-02	2.910318e-04	1.298748e-03	1.381983e-01	2.142719e-03	8.451395e-02	3.191616e-02	8.200284e-02	1.511887e-01
6.250000e+00	8.773509e-03	1.078283e-01	1.524030e-02	2.910278e-04	1.298747e-03	1.381983e-01	2.142701e-03	9.608191e-02	3.104857e-02	9.123711e-02	1.522945e-01
6.500000e+00	8.773517e-03	1.078283e-01	1.524031e-02	2.910239e-04	1.298747e-03	1.381983e-01	2.142684e-03	1.090645e-01	3.024796e-02	1.010353e-01	1.533335e-01
6.750000e+00	8.773524e-03	1.078283e-01	1.524032e-02	2.910201e-04	1.298747e-03	1.381983e-01	2.142666e-03	1.234721e-01	2.950944e-02	1.112711e-01	1.543111e-01
7.000000e+00	8.773531e-03	1.078283e-01	1.524033e-02	2.910164e-04	1.298746e-03	1.381983e-01	2.142649e-03	1.393163e-01	2.882840e-02	1.217792e-01	1.552322e-01
7.250000e+00	8.773538e-03	1.078283e-01	1.524034e-02	2.910129e-04	1.298746e-03	1.381983e-01	2.142632e-03	1.566121e-01	2.820054e-02	1.323595e-01	1.561011e-01
7.500000e+00	8.773544e-03	1.078283e-01	1.524036e-02	2.910096e-04	1.298746e-03	1.381983e-01	2.142614e-03	1.753766e-01	2.762180e-02	1.427829e-01	1.569221e-01
7.750000e+00	8.773551e-03	1.078283e-01	1.524037e-02	2.910063e-04	1.298745e-03	1.381984e-01	2.142597e-03	1.956241e-01	2.708839e-02	1.528011e-01	1.576987e-01
8.000000e+00	8.773557e-03	1.078283e-01	1.524038e-02	2.910032e-04	1.298745e-03	1.381984e-01	2.142581e-03	2.173547e-01	2.659677e-02	1.621602e-01	1.584344e-01
