0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.500000e-01	2.635775e-02	2.133949e-01	-1.313647e-04	-1.062816e-03	-9.946077e-03	-8.046949e-02	-1.234820e-02	-8.820072e-02	-4.243396e-04	-4.761576e-05	7.552046e-08	-5.291281e-07	-5.937426e-08	9.562031e-04	4.319294e-02	-1.186723e-02	-1.110813e+00	2.774209e-04	2.005073e-03	7.434700e-04	-5.908162e-07	7.645178e-01	1.036918e-11	-7.513314e-03	-1.513254e-01
5.000000e-01	2.729431e-02	2.211246e-01	-5.861374e-04	-4.741978e-03	-9.778805e-03	-7.911265e-02	-1.225039e-02	-8.743277e-02	-4.303985e-04	-4.829420e-05	1.265536e-07	-5.392158e-07	-6.050434e-08	8.665942e-04	4.173623e-02	-9.747581e-03	-1.014938e+00	4.244632e-04	3.032174e-03	1.105567e-03	-3.352517e-07	1.066759e+00	2.484766e-11	-5.925346e-03	-1.283800e-01
7.500000e-01	2.817256e-02	2.283916e-01	-2.358727e-03	-1.908174e-02	-9.617714e-03	-7.780583e-02	-1.215485e-02	-8.669389e-02	-5.292947e-04	-5.938937e-05	2.212881e-07	-6.664078e-07	-7.477399e-08	7.891004e-04	4.026484e-02	-7.984794e-03	-9.272340e-01	5.599271e-04	3.963139e-03	1.414868e-03	-8.648289e-08	1.277665e+00	5.048845e-11	-4.571521e-03	-1.062776e-01
1.000000e+00	2.900323e-02	2.352783e-01	-8.648385e-03	-6.996088e-02	-9.460877e-03	-7.653352e-02	-1.205982e-02	-8.597045e-02	-7.114109e-04	-7.982129e-05	3.925302e-07	-9.004148e-07	-1.010275e-07	7.221503e-04	3.878888e-02	-6.519247e-03	-8.467768e-01	6.865698e-04	4.825087e-03	1.679165e-03	1.691372e-07	1.413501e+00	9.422505e-11	-3.406117e-03	-8.475604e-02
1.250000e+00	2.980081e-02	2.418910e-01	-2.924357e-02	-2.365548e-01	-9.305736e-03	-7.527522e-02	-1.196288e-02	-8.524413e-02	-9.869684e-04	-1.107359e-04	6.888592e-07	-1.256245e-06	-1.409477e-07	6.644705e-04	3.731829e-02	-5.298908e-03	-7.726431e-01	8.075892e-04	5.645731e-03	1.905511e-03	4.437506e-07	1.488175e+00	1.677204e-10	-2.388706e-03	-6.346979e-02
1.500000e+00	3.059388e-02	2.484288e-01	-9.327052e-02	-7.544522e-01	-9.147261e-03	-7.399092e-02	-1.185927e-02	-8.447853e-02	-1.385020e-03	-1.553920e-04	1.195506e-06	-1.773952e-06	-1.990271e-07	6.150951e-04	3.586276e-02	-4.275071e-03	-7.036884e-01	9.281734e-04	6.465005e-03	2.101712e-03	7.530629e-07	1.512469e+00	2.935894e-10	-1.474738e-03	-4.174405e-02
1.750000e+00	3.145648e-02	2.553909e-01	-2.956967e-01	-2.391866e+00	-8.972231e-03	-7.257563e-02	-1.173655e-02	-8.357730e-02	-1.969777e-03	-2.209920e-04	2.100175e-06	-2.541936e-06	-2.851818e-07	5.734862e-04	3.443203e-02	-3.392048e-03	-6.378856e-01	1.060194e-03	7.368384e-03	2.279009e-03	1.129537e-06	1.490358e+00	5.309764e-10	-5.920162e-04	-1.781016e-02
2.000000e+00	3.263741e-02	2.644144e-01	-1.069337e+00	-8.651070e+00	-8.734865e-03	-7.066616e-02	-1.155196e-02	-8.220620e-02	-2.926904e-03	-3.283636e-04	4.038848e-06	-3.819818e-06	-4.285377e-07	5.401584e-04	3.303782e-02	-2.544676e-03	-5.695039e-01	1.242124e-03	8.626441e-03	2.457992e-03	1.677482e-06	1.401564e+00	1.146023e-09	4.530564e-04	1.444948e-02
2.250000e+00	3.556722e-02	2.845226e-01	-6.706551e+00	-5.431078e+01	-8.153105e-03	-6.602522e-02	-1.104290e-02	-7.830454e-02	-5.381824e-03	-6.037572e-04	1.284328e-05	-7.263306e-06	-8.148673e-07	5.223016e-04	3.171077e-02	-1.178246e-03	-4.645002e-01	1.707344e-03	1.187008e-02	2.644791e-03	3.034199e-06	1.052658e+00	6.767211e-09	2.752355e-03	9.271996e-02
