0.000000e+00	-8.097630e+01	1.405627e-03	9.867005e-01	9.915620e-01	8.641386e-03	5.412034e-03	4.051574e-03	9.945511e-01	4.051574e-03	9.945511e-01	7.175662e-06	1.000681e+00	2.421991e-02	1.452605e-02	1.242988e+00	8.884332e-01	8.156628e-07	1.024274e-07	9.060000e+00	9.060000e+00	9.060000e+00	1.737475e-04	1.031812e-04	8.597401e-05	1.000000e-02	3.539892e+00	7.720854e-01
2.500000e-01	-7.830885e+01	7.084000e-03	9.804403e-01	9.909921e-01	8.632195e-03	5.379579e-03	3.959006e-03	9.945530e-01	3.900963e-03	9.947402e-01	5.691506e-06	1.000647e+00	2.432680e-02	1.466351e-02	9.056685e-01	8.880820e-01	8.440667e-07	1.063698e-07	9.062369e+00	9.061107e+00	9.060011e+00	4.480591e-04	8.646785e-04	1.021997e-04	3.474457e-01	3.539918e+00	7.720912e-01
5.000000e-01	-7.575867e+01	1.175323e-02	9.748489e-01	9.905943e-01	8.623082e-03	5.401381e-03	3.871705e-03	9.945549e-01	3.769981e-03	9.949201e-01	5.970749e-06	1.000602e+00	2.443964e-02	1.480688e-02	9.057649e-01	8.877167e-01	8.743782e-07	1.105949e-07	9.064366e+00	9.061605e+00	9.060038e+00	4.454083e-04	7.964491e-04	1.052977e-04	3.475026e-01	3.539944e+00	7.720971e-01
7.500000e-01	-7.330321e+01	1.882993e-02	9.697830e-01	9.903278e-01	8.614064e-03	5.464429e-03	3.790023e-03	9.945569e-01	3.655990e-03	9.950886e-01	7.588917e-06	1.000543e+00	2.455027e-02	1.494794e-02	9.058632e-01	8.873570e-01	9.033648e-07	1.146736e-07	9.065815e+00	9.061772e+00	9.060069e+00	4.393525e-04	7.355473e-04	1.048046e-04	3.475605e-01	3.539970e+00	7.721029e-01
1.000000e+00	-7.091328e+01	2.923510e-02	9.650745e-01	9.901222e-01	8.605165e-03	5.559846e-03	3.714395e-03	9.945590e-01	3.557147e-03	9.952428e-01	1.053820e-05	1.000465e+00	2.465753e-02	1.508550e-02	9.059594e-01	8.870064e-01	9.305173e-07	1.185348e-07	9.066815e+00	9.061780e+00	9.060102e+00	4.309118e-04	6.810946e-04	1.034986e-04	3.476171e-01	3.539997e+00	7.721088e-01
1.250000e+00	-6.855031e+01	4.417490e-02	9.605351e-01	9.899158e-01	8.596410e-03	5.681450e-03	3.645385e-03	9.945612e-01	3.472252e-03	9.953788e-01	1.510958e-05	1.000364e+00	2.476061e-02	1.521874e-02	9.060526e-01	8.866669e-01	9.555273e-07	1.221331e-07	9.067586e+00	9.061741e+00	9.060133e+00	4.208879e-04	6.323054e-04	1.020953e-04	3.476719e-01	3.540023e+00	7.721147e-01
1.500000e+00	-6.613912e+01	6.547377e-02	9.559588e-01	9.896603e-01	8.587836e-03	5.825036e-03	3.583791e-03	9.945635e-01	3.400744e-03	9.954929e-01	2.194745e-05	1.000232e+00	2.485900e-02	1.534715e-02	9.061429e-01	8.863400e-01	9.782435e-07	1.254435e-07	9.068651e+00	9.061775e+00	9.060163e+00	4.099308e-04	5.885059e-04	1.007691e-04	3.477250e-01	3.540050e+00	7.721205e-01
1.750000e+00	-6.348293e+01	9.693030e-02	9.511013e-01	9.893095e-01	8.579498e-03	5.988267e-03	3.530994e-03	9.945661e-01	3.343017e-03	9.955825e-01	3.246188e-05	1.000056e+00	2.495245e-02	1.547049e-02	9.062304e-01	8.860263e-01	9.986394e-07	1.284578e-07	9.071445e+00	9.062138e+00	9.060197e+00	3.986263e-04	5.491335e-04	9.955412e-05	3.477765e-01	3.540076e+00	7.721264e-01
2.000000e+00	-5.990206e+01	1.503656e-01	9.455499e-01	9.887853e-01	8.571521e-03	6.171591e-03	3.490391e-03	9.945689e-01	3.301943e-03	9.956452e-01	5.097076e-05	9.998067e-01	2.504099e-02	1.558877e-02	9.063154e-01	8.857258e-01	1.016805e-06	1.311839e-07	9.081069e+00	9.063730e+00	9.060245e+00	3.877368e-04	5.137621e-04	9.845014e-05	3.478265e-01	3.540104e+00	7.721322e-01
2.250000e+00	-5.121261e+01	2.845331e-01	9.374849e-01	9.877429e-01	8.564440e-03	6.382929e-03	3.478605e-03	9.945722e-01	3.294233e-03	9.956762e-01	1.084541e-04	9.993332e-01	2.512518e-02	1.570258e-02	9.063982e-01	8.854369e-01	1.033055e-06	1.336608e-07	9.130493e+00	9.072696e+00	9.060368e+00	3.800238e-04	4.824167e-04	9.745390e-05	3.478752e-01	3.540133e+00	7.721382e-01
2.500000e+00	2.954786e+01	9.209142e-01	5.960492e-01	8.912175e-01	8.615832e-03	6.637472e-03	1.526054e-02	9.919303e-01	1.528518e-02	9.848353e-01	4.568400e-02	9.949843e-01	2.521555e-02	1.582253e-02	9.064790e-01	8.851311e-01	1.051814e-06	1.364983e-07	9.757214e+00	9.193254e+00	9.061367e+00	4.667527e-04	4.628822e-04	9.664598e-05	3.479228e-01	3.540187e+00	7.721451e-01
2.750000e+00	5.495065e+01	9.999912e-01	1.366919e-01	6.223812e-02	1.055405e-02	6.888657e-03	2.647117e-01	9.837037e-01	2.722816e-01	9.502835e-01	4.073128e-01	9.914438e-01	2.535239e-02	1.598931e-02	9.065584e-01	8.846987e-01	1.092336e-06	1.423601e-07	9.786174e+00	9.163944e+00	9.063803e+00	5.564890e-04	4.423417e-04	9.607163e-05	3.479695e-01	3.540290e+00	7.721538e-01
3.000000e+00	5.542357e+01	9.999920e-01	3.121299e-02	1.861338e-03	1.310529e-02	7.139592e-03	4.729861e-01	9.755423e-01	4.857334e-01	9.169437e-01	6.503464e-01	9.881803e-01	2.552427e-02	1.619137e-02	9.066364e-01	8.841708e-01	1.152589e-06	1.509902e-07	9.634620e+00	9.120186e+00	9.065242e+00	6.355673e-04	4.216605e-04	9.546714e-05	3.480155e-01	3.540381e+00	7.721613e-01
